customer_id,application_date,age,region,segment,employment_years,annual_income,existing_loans,credit_utilization,debt_to_income,late_payments_12m,payment_history_score,loan_amount,loan_term_months,interest_rate,default_flag,predicted_prob
CUST201223,2025-09-16,23,East,Retail,2,29004,2,0.383,0.21,1,724,6000,12,11.99,0,0.869
CUST201224,2026-01-24,25,Central,Small Business,5,63128,2,0.102,0.02,0,765,1500,36,7.49,0,0.288
CUST201225,2024-08-09,30,Central,Retail,8,150000,9,0.139,0.03,0,771,5000,12,11.5,0,0.219
CUST201226,2025-03-01,29,South,Retail,5,15000,7,0.605,0.33,1,762,5000,24,7.51,1,0.925
CUST201227,2025-02-25,24,Central,Small Business,7,33000,2,0.653,0.42,0,773,14000,36,11.5,0,0.89
CUST201228,2025-12-11,22,North,Retail,7,49000,2,0.147,0.06,4,667,3000,36,12.23,1,0.957
CUST201229,2024-11-21,23,North,Student,4,54996,3,0.504,0.3,0,705,16700,36,10.37,0,0.825
CUST201230,2025-10-28,26,West,Student,2,40000,4,0.454,0.25,0,765,10000,36,9.63,0,0.746
CUST201231,2024-08-04,23,East,Retail,3,30000,4,0.241,0.1,3,628,3000,24,15.2,0,0.964
CUST201232,2025-02-19,23,Central,Retail,6,60000,2,0.067,0.03,1,717,2000,36,10.36,0,0.532
CUST201233,2026-03-20,30,Central,Retail,8,35000,9,0.275,0.17,0,756,6000,24,7.9,0,0.546
CUST201234,2024-09-09,21,West,Retail,3,27000,2,0.552,0.36,3,671,9600,36,13.49,0,0.99
CUST201235,2026-03-30,22,South,Retail,6,69600,3,0.081,0.02,3,653,1350,36,12.68,0,0.883
CUST201236,2024-10-14,25,West,Small Business,1,84000,4,0.23,0.1,3,552,8000,36,16.45,1,0.967
CUST201237,2026-06-09,24,Central,Premium,8,76554,2,0.286,0.1,0,623,7600,36,12.61,0,0.659
CUST201238,2026-03-24,33,South,Small Business,12,42000,8,0.624,0.33,2,619,14000,48,15.7,1,0.983
CUST201239,2024-09-02,34,Central,Retail,12,97356,7,0.393,0.21,2,678,20000,48,13.22,0,0.907
CUST201240,2026-06-15,29,Central,Retail,6,33000,7,0.243,0.15,0,774,5000,24,8.9,0,0.512
CUST201241,2026-06-04,32,West,Premium,7,36000,8,0.17,0.07,0,745,2600,36,7.49,0,0.417
CUST201242,2026-05-26,30,East,Student,2,80000,9,0.115,0.04,1,751,3000,12,6.62,0,0.481
CUST201243,2025-03-11,26,East,Retail,5,120000,2,0.133,0.05,1,772,6000,36,11.5,0,0.443
CUST201244,2025-06-23,24,South,Premium,1,74000,3,0.369,0.23,2,608,16800,60,15.65,1,0.958
CUST201245,2026-02-11,22,North,Retail,7,48000,2,0.233,0.1,0,717,5000,36,11.12,0,0.54
CUST201246,2025-03-27,29,West,Premium,5,67992,7,0.086,0.03,0,757,2000,36,7.43,0,0.284
CUST201247,2024-07-27,24,West,Small Business,8,79200,4,0.138,0.05,0,753,3800,36,6.62,0,0.295
CUST201248,2024-10-01,23,South,Retail,7,43200,3,0.25,0.12,4,665,5000,36,12.87,0,0.974
CUST201249,2025-03-14,29,South,Small Business,13,173088,10,0.094,0.05,2,658,8000,24,13.79,0,0.634
CUST201250,2025-10-23,23,South,Student,7,47496,2,0.169,0.07,1,718,3500,12,12.69,0,0.669
CUST201251,2024-12-25,23,East,Retail,3,74000,3,0.631,0.34,0,702,25000,36,10.36,1,0.876
CUST201252,2026-03-10,27,South,Small Business,12,100000,5,0.386,0.16,0,705,16000,36,11.11,0,0.594
CUST201253,2025-01-07,24,South,Retail,4,31609,4,0.327,0.13,2,659,4000,36,13.92,0,0.933
CUST201254,2026-05-30,34,South,Retail,5,51600,6,0.122,0.03,4,606,1600,12,15.21,1,0.968
CUST201255,2026-02-14,29,East,Small Business,13,72000,5,0.609,0.31,0,767,22100,48,7.29,0,0.755
CUST201256,2025-07-04,22,Central,Retail,6,40000,2,0.542,0.33,2,617,13225,60,16.77,1,0.983
CUST201257,2026-03-27,23,West,Small Business,7,45000,4,0.584,0.32,0,728,14550,36,11.71,0,0.856
CUST201258,2025-06-15,26,South,Retail,10,122000,2,0.105,0.05,0,749,6000,36,7.51,0,0.223
CUST201259,2025-01-21,29,North,Retail,1,108800,10,0.237,0.14,0,500,18500,48,17.8,1,0.805
CUST201260,2025-01-20,26,South,Student,4,63000,2,0.321,0.19,0,666,12000,60,15.27,1,0.745
CUST201261,2024-12-21,28,East,Small Business,12,65000,6,0.349,0.15,4,607,10000,24,14.96,0,0.984
CUST201262,2025-11-28,23,East,Retail,2,56160,2,0.091,0.05,0,726,3050,12,10.59,0,0.398
CUST201263,2025-03-19,31,North,Retail,15,138000,6,0.367,0.17,0,714,24000,48,10.62,0,0.489
CUST201264,2024-11-23,31,East,Student,5,157000,7,0.125,0.05,0,758,7200,12,7.49,0,0.206
CUST201265,2025-04-10,25,Central,Student,2,75000,2,0.157,0.09,2,658,6500,24,13.57,0,0.852
CUST201266,2026-05-20,26,East,Retail,4,69700,2,0.289,0.16,4,602,13000,36,14.42,1,0.984
CUST201267,2024-07-16,29,Central,Retail,5,80000,7,0.345,0.16,0,711,12500,36,11.71,0,0.633
CUST201268,2025-10-04,25,Central,Small Business,3,20400,4,0.396,0.23,4,677,4750,36,12.98,0,0.99
CUST201269,2026-04-06,23,West,Retail,3,13200,4,0.588,0.38,0,755,4950,36,7.9,1,0.875
CUST201270,2026-06-09,26,Central,Premium,3,37820,4,0.342,0.17,0,767,6300,36,11.5,0,0.644
CUST201271,2025-11-24,32,West,Retail,1,30000,6,0.605,0.38,0,704,11450,36,9.99,1,0.908
CUST201272,2026-05-04,28,West,Small Business,5,30000,7,0.584,0.33,0,605,10000,12,14.54,1,0.938
CUST201273,2025-12-24,23,Central,Student,3,40000,4,0.43,0.25,0,709,10000,12,10.75,0,0.789
CUST201274,2024-11-02,23,South,Student,4,100000,3,0.314,0.14,4,605,14000,36,17.58,0,0.984
CUST201275,2025-02-06,28,East,Retail,12,225000,7,0.104,0.03,1,720,6000,36,11.12,0,0.273
CUST201276,2025-06-29,25,East,Student,5,48000,4,0.554,0.35,4,672,16750,48,11.5,0,0.994
CUST201277,2025-05-05,26,Central,Premium,10,63000,4,0.166,0.06,0,747,3600,36,6.76,0,0.34
CUST201278,2025-11-03,25,East,Retail,5,130000,2,0.353,0.15,0,651,20000,36,15.27,0,0.663
CUST201279,2026-02-04,29,West,Retail,9,200000,8,0.101,0.03,0,711,6000,36,11.5,0,0.192
CUST201280,2025-12-31,22,East,Retail,4,18996,3,0.596,0.32,2,627,6000,12,14.74,1,0.986
CUST201281,2025-07-25,31,North,Small Business,16,70000,10,0.419,0.2,0,769,14000,48,7.88,0,0.555
CUST201282,2025-05-01,28,West,Small Business,1,176608,5,0.24,0.12,4,675,21125,60,13.16,0,0.944
CUST201283,2025-12-11,23,West,Retail,7,57000,4,0.306,0.18,0,726,10000,36,11.48,0,0.621
CUST201284,2025-05-24,26,Central,Student,10,68000,2,0.166,0.1,0,770,6500,12,11.5,0,0.375
CUST201285,2025-04-09,22,Central,Student,5,30000,2,0.226,0.08,0,714,2500,24,12.53,0,0.582
CUST201286,2026-05-30,33,Central,Retail,2,48000,8,0.065,0.03,0,706,1500,12,11.71,0,0.416
CUST201287,2026-01-18,23,South,Retail,7,120000,4,0.196,0.11,0,711,13000,60,11.71,0,0.412
CUST201288,2025-07-09,22,South,Retail,5,42000,4,0.641,0.4,0,769,17000,48,7.66,1,0.863
CUST201289,2025-03-03,27,West,Student,11,22000,6,0.288,0.11,0,774,2500,36,7.49,0,0.496
CUST201290,2026-07-11,27,West,Retail,1,36789,8,0.281,0.15,2,672,5500,36,13.57,0,0.923
CUST201291,2025-04-27,35,North,Retail,4,106500,10,0.323,0.14,0,761,14550,48,11.5,0,0.502
CUST201292,2026-01-31,30,North,Retail,14,38400,5,0.719,0.44,0,763,16750,48,7.88,0,0.885
CUST201293,2026-02-27,24,East,Retail,2,30000,3,0.152,0.07,0,771,2000,24,7.66,0,0.411
CUST201294,2026-06-21,23,North,Retail,1,55000,4,0.193,0.07,0,756,3800,36,6.76,0,0.416
CUST201295,2025-06-11,32,North,Retail,15,164000,10,0.125,0.01,0,612,2400,24,14.42,1,0.338
CUST201296,2024-09-26,24,South,Retail,6,38400,2,0.403,0.23,0,761,9000,12,7.9,0,0.675
CUST201297,2026-03-04,21,West,Student,3,72000,4,0.162,0.08,1,764,6000,36,5.42,0,0.521
CUST201298,2024-12-18,23,West,Retail,5,97000,3,0.254,0.15,2,573,15000,36,16.4,0,0.927
CUST201299,2024-08-22,24,East,Small Business,8,61500,2,0.15,0.05,0,707,3200,24,11.49,0,0.433
CUST201300,2024-10-26,34,East,Retail,3,94000,5,0.301,0.16,0,760,15000,60,6.54,0,0.471
CUST201301,2024-12-15,24,West,Premium,5,25000,2,0.559,0.34,0,722,8500,24,12.21,1,0.88
CUST201302,2025-10-21,23,West,Retail,4,78000,3,0.27,0.08,0,670,6000,12,12.99,0,0.603
CUST201303,2024-11-06,23,South,Retail,1,61000,2,0.369,0.2,0,717,12000,36,11.71,0,0.713
CUST201304,2025-09-19,21,South,Retail,2,18456,3,0.346,0.19,0,671,3500,36,13.35,1,0.799
CUST201305,2025-09-20,28,East,Retail,1,68900,7,0.537,0.26,0,563,18000,36,17.39,1,0.929
CUST201306,2024-12-17,34,East,Retail,17,65000,7,0.23,0.15,1,711,10000,12,11.36,0,0.673
CUST201307,2026-01-03,28,South,Student,3,58000,7,0.452,0.22,0,711,12500,36,11.71,0,0.772
CUST201308,2025-03-04,24,South,Retail,7,48800,2,0.379,0.18,0,752,9000,12,7.49,0,0.615
CUST201309,2026-02-10,28,Central,Premium,4,107000,6,0.308,0.15,0,673,16000,60,13.49,0,0.628
CUST201310,2025-11-16,33,Central,Retail,5,60000,7,0.464,0.25,4,671,15000,36,13.79,0,0.99
CUST201311,2026-05-07,29,North,Retail,5,75000,10,0.104,0.04,0,715,3000,12,9.45,0,0.358
CUST201312,2024-08-25,29,South,Student,1,77040,9,0.256,0.12,4,668,9500,12,12.84,0,0.972
CUST201313,2025-03-08,23,West,Small Business,6,30000,4,0.99,0.66,1,711,19750,60,11.14,1,0.995
CUST201314,2026-03-01,22,North,Student,6,36000,2,0.3,0.11,0,707,4000,36,11.5,0,0.637
CUST201315,2024-09-20,31,West,Small Business,5,36400,9,0.456,0.22,0,612,8000,36,14.46,0,0.877
CUST201316,2026-03-21,24,West,Small Business,5,73700,3,0.116,0.07,0,669,5500,36,14.65,0,0.5
CUST201317,2025-04-27,26,East,Student,10,54000,2,0.248,0.09,0,748,5000,36,6.62,0,0.429
CUST201318,2025-04-11,30,South,Retail,5,648000,10,0.031,0.01,4,665,8000,12,12.73,0,0.213
CUST201319,2024-09-19,25,South,Student,3,68250,3,0.416,0.25,0,769,17000,60,11.5,0,0.692
CUST201320,2025-11-05,24,West,Retail,8,62000,3,0.263,0.16,0,770,10000,36,7.49,0,0.464
CUST201321,2025-07-26,22,East,Retail,1,30000,4,0.35,0.18,0,705,5500,36,12.53,0,0.751
CUST201322,2025-08-25,22,South,Retail,6,68000,4,0.412,0.24,0,769,16000,36,7.9,0,0.633
CUST201323,2025-03-24,25,Central,Retail,9,69000,2,0.612,0.36,0,615,25000,60,17.49,1,0.931
CUST201324,2026-04-30,28,Central,Premium,11,140000,9,0.169,0.04,0,712,5000,36,11.49,0,0.299
CUST201325,2026-06-09,23,North,Student,3,96000,2,0.225,0.13,3,578,12000,60,11.5,0,0.951
CUST201326,2025-06-30,34,North,Premium,5,148080,6,0.244,0.14,0,754,20000,60,8.9,0,0.351
CUST201327,2025-03-31,24,East,Retail,2,46000,2,0.536,0.33,0,707,15250,48,12.53,1,0.872
CUST201328,2024-10-18,27,South,Small Business,2,29160,7,0.449,0.27,0,763,8000,12,7.51,0,0.751
CUST201329,2026-01-02,27,Central,Small Business,2,24000,10,0.363,0.21,0,654,5000,36,14.72,0,0.831
CUST201330,2025-01-08,24,East,Retail,5,80400,2,0.241,0.15,0,760,12000,48,5.79,0,0.422
CUST201331,2026-07-13,21,North,Student,5,81000,3,0.201,0.1,2,663,8400,36,12.53,0,0.849
CUST201332,2025-09-29,29,South,Premium,2,26568,8,0.345,0.15,0,602,4000,12,16,1,0.845
CUST201333,2024-09-06,31,West,Retail,10,130000,5,0.231,0.08,0,770,9800,36,8.49,0,0.289
CUST201334,2024-10-12,22,East,Small Business,6,79200,3,0.234,0.06,0,709,4750,36,10.25,0,0.47
CUST201335,2025-04-03,27,Central,Student,4,55200,10,0.253,0.07,0,702,4000,24,11.5,0,0.565
CUST201336,2024-12-28,22,North,Retail,5,47800,3,0.106,0.03,3,672,1500,24,13.43,0,0.902
CUST201337,2025-04-04,23,East,Student,6,75000,4,0.236,0.07,0,774,5000,24,6.03,0,0.359
CUST201338,2025-03-14,22,South,Retail,3,52500,4,0.133,0.08,0,719,4000,24,10.65,0,0.458
CUST201339,2025-03-11,28,North,Retail,5,30000,10,0.445,0.28,0,729,8400,12,11.89,0,0.803
CUST201340,2025-10-25,33,North,Retail,5,80000,8,0.581,0.31,1,717,25000,48,11.86,1,0.915
CUST201341,2024-08-13,24,Central,Retail,3,74600,3,0.52,0.27,0,569,20000,48,17.51,1,0.919
CUST201342,2024-10-05,24,North,Small Business,2,39000,4,0.322,0.12,0,710,4500,12,10.99,0,0.667
CUST201343,2025-04-06,26,East,Retail,2,36000,3,0.677,0.4,0,712,14500,60,9.88,1,0.921
CUST201344,2024-07-19,27,North,Premium,3,55000,5,0.288,0.18,0,701,10000,12,10.25,0,0.651
CUST201345,2025-08-18,29,Central,Small Business,5,145000,5,0.291,0.1,4,629,14000,48,16.77,0,0.969
CUST201346,2025-11-04,31,North,Premium,3,55000,8,0.219,0.09,0,721,5000,12,12.18,0,0.541
CUST201347,2025-06-19,22,South,Retail,1,62050,4,0.177,0.03,2,652,2000,12,13.35,1,0.857
CUST201348,2026-03-14,34,Central,Retail,5,222000,7,0.141,0.06,0,756,13000,60,8.49,0,0.16
CUST201349,2026-05-14,33,East,Small Business,13,23400,10,0.374,0.21,0,704,5000,24,12.69,0,0.737
CUST201350,2025-07-21,31,East,Retail,15,55000,8,0.299,0.15,0,753,8000,12,7.51,0,0.478
CUST201351,2024-07-22,27,West,Student,11,62570,5,0.72,0.4,0,605,25000,36,14.84,0,0.951
CUST201352,2025-12-12,23,West,Retail,1,19200,3,0.595,0.32,1,470,6200,12,19.82,1,0.99
CUST201353,2025-10-09,26,North,Small Business,10,73200,3,0.427,0.24,0,676,17500,60,11.5,0,0.751
CUST201354,2025-11-12,28,North,Retail,5,140000,5,0.183,0.11,0,705,15000,36,11.26,0,0.385
CUST201355,2024-09-03,28,West,Student,9,69000,5,0.447,0.22,0,771,15000,60,6.54,1,0.613
CUST201356,2026-02-26,32,South,Small Business,5,75000,8,0.371,0.21,0,651,16000,48,13.49,0,0.764
CUST201357,2025-03-18,27,Central,Small Business,5,69000,6,0.648,0.36,3,553,25000,48,13.75,1,0.995
CUST201358,2025-09-11,25,Central,Retail,8,122000,4,0.226,0.08,0,662,10000,12,13.57,0,0.49
CUST201359,2025-11-20,26,Central,Retail,2,24000,3,0.499,0.29,0,675,7000,12,12.99,0,0.884
CUST201360,2026-02-08,28,West,Retail,5,24000,5,0.251,0.07,0,622,1600,24,15.05,1,0.733
CUST201361,2024-09-07,24,North,Premium,8,39000,3,0.316,0.13,0,677,5000,36,11.5,1,0.68
CUST201362,2025-11-18,24,North,Small Business,5,63000,4,0.224,0.1,0,720,6000,24,9.91,0,0.503
CUST201363,2025-12-27,24,West,Small Business,8,110000,4,0.228,0.15,1,653,16000,36,12.73,0,0.728
CUST201364,2024-08-28,28,West,Small Business,9,66000,9,0.244,0.15,0,764,10000,12,7.9,0,0.442
CUST201365,2025-03-21,33,East,Student,1,21000,6,0.637,0.37,0,727,7750,24,11.83,0,0.916
CUST201366,2026-04-01,27,South,Retail,2,101000,6,0.234,0.11,0,713,11200,48,10.99,0,0.491
CUST201367,2026-05-15,22,Central,Student,4,70000,2,0.245,0.13,0,701,9000,36,11.5,0,0.573
CUST201368,2024-10-04,35,North,Student,4,50000,7,0.397,0.2,0,722,10000,12,9.91,0,0.71
CUST201369,2024-08-07,24,South,Retail,4,33000,4,0.344,0.15,2,610,4800,36,14.91,1,0.953
CUST201370,2024-10-02,26,South,Student,5,28800,3,0.438,0.28,4,611,8000,24,11.5,0,0.993
CUST201371,2025-09-16,22,South,Small Business,6,75000,3,0.575,0.33,3,626,25000,60,14.96,0,0.989
CUST201372,2025-06-30,31,East,Retail,6,49000,6,0.312,0.11,0,774,5600,36,6.03,0,0.483
CUST201373,2026-05-01,32,East,Premium,3,140000,10,0.145,0.04,0,707,5000,36,10.38,0,0.318
CUST201374,2026-03-22,26,West,Retail,1,60000,4,0.332,0.2,0,710,12000,48,10.62,0,0.688
CUST201375,2025-05-30,27,Central,Student,3,76800,7,0.225,0.07,0,714,5000,36,11.49,0,0.498
CUST201376,2025-08-19,23,East,Retail,6,39996,2,0.303,0.13,1,720,5000,24,10.2,0,0.773
CUST201377,2024-12-17,24,North,Retail,8,53000,2,0.308,0.19,0,614,10000,36,14.91,0,0.779
CUST201378,2024-07-16,34,West,Small Business,3,60000,9,0.281,0.1,0,768,6000,12,8,0,0.481
CUST201379,2026-06-17,23,West,Premium,7,108000,2,0.264,0.17,0,710,18000,36,11.26,1,0.518
CUST201380,2026-07-01,24,East,Premium,8,112000,2,0.139,0.06,0,752,6400,24,6.62,0,0.258
CUST201381,2026-07-03,28,Central,Small Business,3,43150,9,0.353,0.14,0,723,6000,24,9.99,0,0.663
CUST201382,2025-03-12,22,North,Student,6,53000,3,0.837,0.47,1,651,25000,48,13.8,1,0.985
CUST201383,2026-04-08,23,South,Retail,4,118000,3,0.215,0.1,0,675,12000,36,13.11,0,0.503
CUST201384,2025-09-13,30,Central,Student,5,50000,5,0.427,0.2,0,651,10000,12,11.5,0,0.803
CUST201385,2025-08-30,33,North,Student,8,32400,10,0.611,0.34,0,745,11000,60,6.99,1,0.844
CUST201386,2025-12-30,25,North,Student,3,24996,3,0.478,0.3,2,653,7500,12,12.98,0,0.973
CUST201387,2026-04-28,25,East,Retail,3,31200,4,0.62,0.32,0,722,10000,12,9.91,1,0.885
CUST201388,2025-06-15,32,South,Retail,5,52020,6,0.477,0.25,0,664,15000,36,11.03,1,0.829
CUST201389,2024-07-29,25,South,Retail,1,55000,3,0.259,0.11,2,653,6000,12,15.23,0,0.914
CUST201390,2025-05-14,23,West,Student,2,51000,2,0.297,0.18,1,711,9000,36,10.99,0,0.807
CUST201391,2025-10-02,28,West,Retail,2,15000,9,0.466,0.29,0,721,4375,24,12.42,1,0.849
CUST201392,2025-08-07,25,North,Small Business,1,20000,2,0.359,0.2,0,761,4000,12,5.79,0,0.661
CUST201393,2026-04-28,23,North,Small Business,7,83004,2,0.169,0.04,4,667,3500,24,12.61,0,0.948
CUST201394,2026-02-14,28,West,Retail,3,32400,10,0.574,0.37,0,658,12000,60,14.26,1,0.926
CUST201395,2025-02-11,30,South,Retail,3,65000,6,0.279,0.15,4,655,10000,12,12.73,0,0.978
CUST201396,2025-03-26,35,East,Small Business,2,76000,8,0.098,0.01,0,653,1000,12,13.49,0,0.47
CUST201397,2026-02-04,22,East,Retail,6,30000,4,0.494,0.23,0,720,7000,12,9.62,1,0.795
CUST201398,2026-03-20,23,West,Student,5,55000,3,0.413,0.2,0,672,11075,60,13.49,0,0.786
CUST201399,2025-11-12,27,South,Retail,6,61000,9,0.086,0.02,0,746,1050,12,8.49,0,0.305
CUST201400,2024-09-11,30,South,Small Business,1,110400,6,0.204,0.13,0,605,14000,60,16.89,1,0.668
CUST201401,2026-01-04,24,West,Premium,5,118000,2,0.151,0.06,0,767,7000,24,8.49,0,0.271
CUST201402,2025-09-16,33,North,Small Business,6,34400,9,0.186,0.12,0,705,4000,36,10.25,0,0.55
CUST201403,2026-05-04,26,South,Retail,4,14400,2,0.354,0.14,0,720,2000,24,10.37,0,0.707
CUST201404,2026-05-15,28,East,Small Business,13,95000,7,0.358,0.16,0,715,15000,36,9.91,0,0.55
CUST201405,2024-10-28,33,East,Student,5,103560,5,0.297,0.14,0,556,14000,48,17.56,0,0.777
CUST201406,2025-10-16,25,East,Retail,4,106000,4,0.224,0.05,0,713,5000,12,11.5,0,0.432
CUST201407,2025-06-16,26,North,Small Business,1,48000,2,0.283,0.09,0,724,4200,12,10.62,0,0.592
CUST201408,2026-07-14,26,North,Retail,1,97700,3,0.191,0.11,0,760,10400,36,9.32,0,0.392
CUST201409,2025-04-13,34,Central,Premium,3,47300,10,0.512,0.25,0,766,12000,60,7.88,0,0.751
CUST201410,2026-02-18,34,North,Student,5,63500,7,0.217,0.08,0,749,5000,12,9.63,0,0.443
CUST201411,2025-12-07,22,East,Retail,2,19680,4,0.603,0.39,0,617,7750,24,14.83,1,0.953
CUST201412,2025-05-17,33,South,Premium,12,105000,10,0.225,0.07,0,773,7000,12,7.74,0,0.295
CUST201413,2026-03-13,25,North,Retail,3,55000,3,0.808,0.44,1,747,24200,60,8.49,0,0.965
CUST201414,2025-12-27,32,Central,Small Business,5,160000,7,0.297,0.11,0,760,17400,36,7.88,0,0.336
CUST201415,2025-07-14,25,North,Retail,7,36000,4,0.575,0.31,0,708,11325,48,12.69,1,0.874
CUST201416,2025-10-10,26,North,Retail,7,93000,2,0.532,0.27,4,619,25000,36,16,1,0.993
CUST201417,2025-05-11,29,West,Student,6,35000,9,0.191,0.11,4,671,4000,24,15.23,0,0.973
CUST201418,2025-10-06,29,North,Small Business,9,56700,5,0.39,0.18,2,663,10000,24,11.5,0,0.927
CUST201419,2026-02-21,22,Central,Retail,3,36000,2,0.32,0.15,0,769,5250,12,11.5,0,0.616
CUST201420,2024-12-15,27,Central,Retail,1,30000,5,0.801,0.53,1,718,16000,60,10,1,0.981
CUST201421,2025-09-14,23,Central,Retail,2,13920,4,0.948,0.56,1,559,7750,24,17.04,1,0.997
CUST201422,2026-03-20,29,South,Retail,5,81000,9,0.295,0.15,3,557,12000,60,11.5,1,0.968
CUST201423,2025-11-16,33,East,Retail,2,57500,5,0.137,0.03,0,707,2000,12,11.5,0,0.452
CUST201424,2025-04-09,22,East,Student,6,43000,2,0.39,0.18,0,768,7750,24,7.66,0,0.62
CUST201425,2025-05-15,23,South,Retail,7,111000,2,0.254,0.08,0,725,8350,36,11.89,0,0.437
CUST201426,2025-12-25,30,South,Retail,5,95000,7,0.189,0.06,4,602,6000,36,15.99,0,0.97
CUST201427,2026-07-14,24,East,Retail,6,87000,4,0.178,0.07,0,722,6000,12,10.65,0,0.409
CUST201428,2025-05-14,34,Central,Retail,15,52000,7,0.291,0.15,0,726,8000,36,11.14,0,0.551
CUST201429,2025-12-31,25,North,Retail,4,44400,4,0.092,0.05,0,613,2100,24,17.27,0,0.622
CUST201430,2025-01-03,26,West,Small Business,1,45000,2,0.301,0.13,0,710,6000,12,11.71,0,0.661
CUST201431,2024-12-26,22,Central,Small Business,5,52000,3,0.113,0.07,0,766,3900,36,7.51,0,0.337
CUST201432,2025-07-19,32,Central,Small Business,1,45576,9,0.233,0.09,0,705,4000,36,10.99,0,0.586
CUST201433,2025-08-05,22,North,Retail,6,55082,3,0.312,0.19,4,507,12000,36,11.5,1,0.991
CUST201434,2025-10-07,28,East,Student,3,77500,7,0.244,0.1,0,769,8000,36,8.49,0,0.427
CUST201435,2025-10-20,22,Central,Student,6,78000,3,0.494,0.23,0,706,18000,48,10.99,0,0.763
CUST201436,2024-12-12,22,West,Student,2,33000,4,0.464,0.23,0,714,7500,36,11.5,0,0.81
CUST201437,2025-06-12,22,East,Student,6,83004,2,0.48,0.29,0,763,24000,48,7.88,0,0.692
CUST201438,2025-01-14,23,South,Retail,7,55000,4,0.261,0.08,0,729,4200,12,9.91,0,0.509
CUST201439,2026-02-24,34,Central,Small Business,2,44000,6,0.39,0.23,0,664,10000,24,13.43,0,0.816
CUST201440,2024-11-29,26,West,Retail,5,78000,2,0.209,0.08,0,656,6000,36,12.68,1,0.566
CUST201441,2025-05-12,28,North,Retail,12,56004,9,0.268,0.1,0,679,5525,36,12.68,0,0.59
CUST201442,2024-11-28,28,North,Retail,3,50176,9,0.194,0.1,0,720,5000,24,10.59,0,0.52
CUST201443,2025-07-09,25,Central,Small Business,4,50500,4,0.597,0.3,0,721,15000,48,11.14,0,0.861
CUST201444,2025-03-30,21,West,Retail,6,35000,2,0.273,0.14,0,659,5000,36,14.79,1,0.722
CUST201445,2025-06-02,24,South,Retail,3,52000,2,0.173,0.08,0,713,4000,12,9.88,0,0.489
CUST201446,2024-12-21,29,East,Small Business,5,52000,8,0.512,0.31,0,715,16000,60,10.99,0,0.828
CUST201447,2024-11-10,22,North,Small Business,4,56000,2,0.165,0.05,3,629,2800,12,15.31,0,0.939
CUST201448,2025-08-28,23,West,Student,7,122004,3,0.252,0.09,0,701,11200,48,10.99,0,0.444
CUST201449,2025-05-16,33,South,Small Business,17,48000,8,0.258,0.15,1,763,7000,12,6.62,0,0.61
CUST201450,2024-12-17,24,Central,Student,5,73399,2,0.602,0.37,1,622,27000,48,11.5,1,0.957
CUST201451,2025-12-14,24,North,Student,2,38000,2,0.407,0.25,0,769,9600,12,11.5,0,0.732
CUST201452,2025-05-14,25,North,Retail,9,67000,4,0.249,0.07,2,655,5000,36,13.92,1,0.87
CUST201453,2026-03-16,28,West,Retail,4,50000,7,0.35,0.14,0,719,7200,24,11.5,0,0.665
CUST201454,2025-06-28,23,East,Small Business,7,54000,4,0.528,0.31,0,673,16750,48,11.5,1,0.859
CUST201455,2026-05-01,28,North,Retail,12,65004,6,0.37,0.15,0,774,10000,24,7.88,0,0.511
CUST201456,2025-07-10,23,Central,Small Business,1,80000,2,0.257,0.09,1,768,7000,12,7.14,0,0.61
CUST201457,2025-05-21,24,North,Small Business,5,54000,2,0.221,0.07,1,769,4000,12,5.42,0,0.571
CUST201458,2024-08-03,30,South,Retail,2,77500,7,0.216,0.12,1,748,9000,24,7.88,0,0.628
CUST201459,2026-07-01,29,East,Retail,1,27000,6,0.774,0.44,4,609,12000,36,13.24,1,0.999
CUST201460,2026-07-05,32,West,Small Business,5,25800,6,0.272,0.09,0,623,2400,12,14.96,0,0.751
CUST201461,2025-07-03,26,East,Retail,7,52700,3,0.242,0.08,0,756,4000,12,7.4,0,0.436
CUST201462,2025-10-19,29,South,Retail,5,27840,8,0.554,0.31,0,555,8575,36,19.42,1,0.955
CUST201463,2026-01-26,31,North,Retail,9,48996,8,0.497,0.29,0,672,14000,48,13.23,0,0.849
CUST201464,2025-04-29,25,West,Student,4,35000,3,0.213,0.11,0,746,4000,36,7.51,0,0.493
CUST201465,2025-06-06,23,South,Small Business,7,130104,2,0.417,0.18,0,758,24000,48,6.54,0,0.493
CUST201466,2026-07-08,32,West,Premium,5,84456,7,0.209,0.12,0,704,10000,12,9.88,0,0.488
CUST201467,2026-06-13,21,East,Student,3,57996,4,0.343,0.17,0,717,10000,36,9.25,0,0.65
CUST201468,2025-07-06,27,East,Student,3,31200,10,0.524,0.32,0,675,10000,12,13.99,1,0.896
CUST201469,2026-03-18,32,North,Retail,2,60000,8,0.203,0.1,0,728,6000,24,11.36,0,0.514
CUST201470,2025-06-07,30,West,Small Business,3,81004,9,0.254,0.12,0,746,10000,12,6.91,0,0.454
CUST201471,2026-03-12,23,East,Retail,1,45000,4,0.693,0.39,1,769,17625,36,8.9,1,0.946
CUST201472,2026-03-02,24,Central,Retail,2,23500,3,0.492,0.3,0,703,7000,24,10.38,0,0.856
CUST201473,2024-12-31,35,Central,Retail,14,46900,5,0.513,0.3,3,657,14000,36,14.27,0,0.983
CUST201474,2024-08-21,33,Central,Student,1,56000,6,0.31,0.12,0,767,6500,24,6.76,0,0.522
